Sample in Buffer	Sample in Window	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	counter0	pufout	mux1_out	clockcounter_out
327	327	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	000	
328	328	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	000	
329	329	1	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	000	
330	330	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	000	
331	331	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	1	000	
332	332	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	000	
333	333	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	000	
334	334	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	000	
335	335	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	000	
336	336	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	000	
337	337	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	000	
338	338	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	000	
339	339	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	000	
340	340	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	000	
341	341	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	000	
342	342	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	000	
343	343	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	000	
344	344	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	000	
345	345	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	000	
346	346	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	000	
347	347	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	000	
348	348	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	000	
349	349	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	000	
350	350	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	000	
351	351	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	000	
352	352	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	000	
353	353	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	000	
354	354	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	000	
355	355	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	000	
356	356	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	000	
357	357	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	000	
358	358	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	000	
359	359	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	000	
360	360	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	000	
361	361	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	000	
362	362	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	000	
363	363	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	000	
364	364	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	000	
365	365	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	000	
366	366	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	000	
367	367	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	000	
368	368	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	000	
369	369	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	000	
370	370	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	000	
371	371	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	000	
372	372	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
373	373	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	000	
374	374	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	000	
375	375	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	000	
376	376	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	000	
377	377	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	000	
378	378	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	000	
379	379	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	000	
380	380	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	000	
381	381	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	000	
382	382	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	000	
383	383	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	000	
384	384	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	000	
385	385	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	000	
386	386	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	000	
387	387	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	000	
388	388	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	000	
389	389	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	000	
390	390	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	000	
391	391	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
392	392	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	000	
393	393	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	000	
394	394	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	000	
395	395	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	000	
396	396	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	000	
397	397	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	000	
398	398	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	000	
399	399	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	000	
400	400	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	1	000	
401	401	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	000	
402	402	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	000	
403	403	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	1	000	
404	404	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	000	
405	405	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	000	
406	406	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	000	
407	407	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	000	
408	408	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	000	
409	409	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	000	
410	410	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	1	000	
411	411	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	000	
412	412	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	000	
413	413	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	000	
414	414	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	000	
415	415	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	000	
416	416	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	000	
417	417	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	000	
418	418	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	000	
419	419	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	000	
420	420	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	000	
421	421	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	000	
422	422	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
423	423	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	000	
424	424	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	000	
425	425	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
426	426	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	000	
427	427	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0	000	
428	428	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	000	
429	429	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	000	
430	430	1	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	000	
431	431	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	000	
432	432	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	000	
433	433	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	000	
434	434	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	000	
435	435	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	000	
436	436	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	000	
437	437	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	000	
438	438	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	000	
439	439	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	000	
440	440	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	000	
441	441	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	000	
442	442	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	000	
443	443	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	000	
444	444	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	000	
445	445	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	1	000	
446	446	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	000	
447	447	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	000	
448	448	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	000	
449	449	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	000	
450	450	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	000	
451	451	0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	000	
452	452	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	000	
453	453	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	000	
454	454	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	000	
455	455	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	000	
456	456	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	000	
457	457	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	000	
458	458	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	000	
459	459	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	000	
460	460	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	000	
461	461	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	000	
462	462	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	000	
463	463	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	000	
464	464	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	000	
465	465	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	1	000	
466	466	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	000	
467	467	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	000	
468	468	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	000	
469	469	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	000	
470	470	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	000	
471	471	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	000	
472	472	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
473	473	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	000	
474	474	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	000	
475	475	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	000	
476	476	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	000	
477	477	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	000	
478	478	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	000	
479	479	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	000	
480	480	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	000	
481	481	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	000	
482	482	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	000	
483	483	0	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	000	
484	484	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	000	
485	485	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	000	
486	486	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	000	
487	487	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	000	
488	488	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	000	
489	489	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	000	
490	490	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	000	
491	491	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	000	
492	492	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	000	
493	493	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	000	
494	494	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	000	
495	495	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	000	
496	496	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	000	
497	497	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
498	498	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	000	
499	499	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	000	
500	500	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	000	
501	501	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	000	
502	502	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	000	
503	503	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	000	
504	504	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	000	
505	505	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	000	
506	506	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	000	
507	507	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	000	
508	508	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	000	
509	509	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	000	
510	510	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	000	
511	511	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	000	
512	512	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	000	
513	513	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	000	
514	514	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	000	
515	515	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	000	
516	516	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	000	
517	517	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	000	
518	518	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
519	519	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	000	
520	520	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
521	521	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
522	522	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	000	
523	523	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	000	
524	524	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	000	
525	525	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	000	
526	526	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	000	
527	527	1	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	000	
528	528	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	000	
529	529	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	000	
530	530	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	000	
531	531	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	000	
532	532	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
533	533	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	000	
534	534	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	000	
535	535	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	000	
536	536	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	000	
537	537	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	000	
538	538	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	000	
539	539	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	000	
540	540	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	000	
541	541	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	000	
542	542	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	000	
543	543	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	000	
544	544	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	000	
545	545	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	000	
546	546	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	000	
547	547	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	000	
548	548	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
549	549	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	000	
550	550	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	000	
551	551	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	000	
552	552	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	000	
553	553	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0	000	
554	554	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	000	
555	555	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	000	
556	556	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	000	
557	557	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
558	558	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	000	
559	559	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	000	
560	560	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
561	561	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	000	
562	562	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	000	
563	563	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	000	
564	564	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	0	000	
565	565	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	000	
566	566	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	000	
567	567	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	000	
568	568	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	000	
569	569	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	000	
570	570	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	000	
571	571	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	000	
572	572	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	000	
573	573	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	000	
574	574	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	000	
575	575	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	000	
576	576	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	000	
577	577	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	000	
578	578	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	000	
579	579	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	000	
580	580	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	000	
581	581	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	000	
582	582	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	000	
583	583	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	000	
584	584	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	000	
585	585	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	1	000	
586	586	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	000	
587	587	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	000	
588	588	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	000	
589	589	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	000	
590	590	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	000	
591	591	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	000	
592	592	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	000	
593	593	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	000	
594	594	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	000	
595	595	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0	000	
596	596	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	000	
597	597	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	000	
598	598	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	000	
599	599	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	000	
600	600	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	000	
601	601	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	000	
602	602	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	000	
603	603	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	000	
604	604	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	000	
605	605	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	000	
606	606	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	000	
607	607	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	000	
608	608	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	000	
609	609	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	000	
610	610	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	000	
611	611	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	000	
612	612	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	000	
613	613	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	000	
614	614	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	000	
615	615	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	000	
616	616	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	000	
617	617	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	000	
618	618	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	000	
619	619	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	000	
620	620	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	000	
621	621	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	000	
622	622	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	000	
623	623	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	000	
624	624	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	000	
625	625	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	000	
626	626	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	000	
627	627	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	1	000	
628	628	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	000	
629	629	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	000	
630	630	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	000	
631	631	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	000	
632	632	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	000	
633	633	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	000	
634	634	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	000	
635	635	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	000	
636	636	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	000	
637	637	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	000	
638	638	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	000	
639	639	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	000	
640	640	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	000	
641	641	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	000	
642	642	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	000	
643	643	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	000	
644	644	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	000	
645	645	0	1	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	000	
646	646	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	000	
647	647	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	000	
648	648	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	000	
649	649	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	000	
650	650	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	000	
651	651	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	000	
652	652	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	000	
653	653	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	000	
654	654	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	000	
655	655	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	000	
656	656	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
657	657	0	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	000	
658	658	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	000	
659	659	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
660	660	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	000	
661	661	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	000	
662	662	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	000	
663	663	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	000	
664	664	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	000	
665	665	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	000	
